Review,Liked,topic,topic_label
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,-1,Too Bad
I had a seriously solid breakfast here.,1,-1,Too Bad
My drink was never empty and he made some really great menu suggestions.,1,-1,Too Bad
My husband and I ate lunch here and were very disappointed with the food and service.,0,-1,Too Bad
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,-1,Too Bad
This is a great restaurant at the Mandalay Bay.,1,-1,Too Bad
Crostini that came with the salad was stale.,0,-1,Too Bad
Some highlights : Great quality nigiri here!,1,-1,Too Bad
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,-1,Too Bad
"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,-1,Too Bad
Avoid at all cost!,0,-1,Too Bad
DELICIOUS!!,1,-1,Too Bad
This place is hands-down one of the best places to eat in the Phoenix metro area.,1,-1,Too Bad
So don't go there if you are looking for good food...,0,-1,Too Bad
I've never been treated so bad.,0,-1,Too Bad
Bacon is hella salty.,1,-1,Too Bad
"We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste.",0,-1,Too Bad
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,-1,Too Bad
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,-1,Too Bad
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,-1,Too Bad
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,-1,Too Bad
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,-1,Too Bad
"When my order arrived, one of the gyros was missing.",0,-1,Too Bad
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,-1,Too Bad
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,-1,Too Bad
The live music on Fridays totally blows.,0,-1,Too Bad
It is worth the drive.,1,-1,Too Bad
Food was great and so was the serivce!,1,-1,Too Bad
The warm beer didn't help.,0,-1,Too Bad
Great brunch spot.,1,-1,Too Bad
Service is friendly and inviting.,1,-1,Too Bad
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,-1,Too Bad
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,-1,Too Bad
My friend loved the salmon tartar.,1,-1,Too Bad
Extremely Tasty!,1,-1,Too Bad
- the food is rich so order accordingly.,1,-1,Too Bad
I loved the bacon wrapped dates.,1,-1,Too Bad
"As for the ""mains,"" also uninspired.",0,-1,Too Bad
This is the place where I first had pho and it was amazing!!,1,-1,Too Bad
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,-1,Too Bad
Very very fun chef.,1,-1,Too Bad
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,-1,Too Bad
The lighting is just dark enough to set the mood.,1,-1,Too Bad
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,-1,Too Bad
Owner's are really great people.!,1,-1,Too Bad
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,-1,Too Bad
Just as good as when I had it more than a year ago!,1,-1,Too Bad
The Veggitarian platter is out of this world!,1,-1,Too Bad
You cant go wrong with any of the food here.,1,-1,Too Bad
The chefs were friendly and did a good job.,1,-1,Too Bad
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,-1,Too Bad
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,-1,Too Bad
I had the mac salad and it was pretty bland so I will not be getting that again.,0,-1,Too Bad
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,-1,Too Bad
Things that went wrong: - They burned the saganaki.,0,-1,Too Bad
I love the fact that everything on their menu is worth it.,1,-1,Too Bad
The food was excellent and service was very good.,1,-1,Too Bad
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,-1,Too Bad
Fantastic food!,1,-1,Too Bad
The food was very good.,1,-1,Too Bad
"A couple of months later, I returned and had an amazing meal.",1,-1,Too Bad
The black eyed peas and sweet potatoes... UNREAL!,1,-1,Too Bad
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,-1,Too Bad
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,-1,Too Bad
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,-1,Too Bad
"We had fantastic service, and were pleased by the atmosphere.",1,-1,Too Bad
There is nothing authentic about this place.,0,-1,Too Bad
the spaghetti is nothing special whatsoever.,0,-1,Too Bad
"Of all the dishes, the salmon was the best, but all were great.",1,-1,Too Bad
The vegetables are so fresh and the sauce feels like authentic Thai.,1,-1,Too Bad
It's worth driving up from Tucson!,1,-1,Too Bad
Pretty good beer selection too.,1,-1,Too Bad
"This place is like Chipotle, but BETTER.",1,-1,Too Bad
He was terrible!,0,-1,Too Bad
It was delicious!!!,1,-1,Too Bad
As always the evening was wonderful and the food delicious!,1,-1,Too Bad
The buffet is small and all the food they offered was BLAND.,0,-1,Too Bad
Pretty cool I would say.,1,-1,Too Bad
My wife had the Lobster Bisque soup which was lukewarm.,0,-1,Too Bad
I left with a stomach ache and felt sick the rest of the day.,0,-1,Too Bad
They dropped more than the ball.,0,-1,Too Bad
"The dining space is tiny, but elegantly decorated and comfortable.",1,-1,Too Bad
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,-1,Too Bad
Best tacos in town by far!!,1,-1,Too Bad
"If you want healthy authentic or ethic food, try this place.",1,-1,Too Bad
"I have been here several times in the past, and the experience has always been great.",1,-1,Too Bad
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,-1,Too Bad
Service is perfect and the family atmosphere is nice to see.,1,-1,Too Bad
"Overall, I was very disappointed with the quality of food at Bouchon.",0,-1,Too Bad
I don't have to be an accountant to know I'm getting screwed!,0,-1,Too Bad
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,-1,Too Bad
Left very frustrated.,0,-1,Too Bad
Food was really good and I got full petty fast.,1,-1,Too Bad
TOTAL WASTE OF TIME.,0,-1,Too Bad
I don't know what kind it is but they have the best iced tea.,1,-1,Too Bad
"Come hungry, leave happy and stuffed!",1,-1,Too Bad
I can take a little bad service but the food sucks.,0,-1,Too Bad
Gave up trying to eat any of the crust (teeth still sore).,0,-1,Too Bad
First time going but I think I will quickly become a regular.,1,-1,Too Bad
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,-1,Too Bad
These are the nicest restaurant owners I've ever come across.,1,-1,Too Bad
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,-1,Too Bad
Wow very spicy but delicious.,1,-1,Too Bad
I'll take my business dinner dollars elsewhere.,0,-1,Too Bad
Nothing special.,0,-1,Too Bad
Each day of the week they have a different deal and it's all so delicious!,1,-1,Too Bad
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,-1,Too Bad
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,-1,Too Bad
The last 3 times I had lunch here has been bad.,0,-1,Too Bad
Nargile - I think you are great.,1,-1,Too Bad
Im in AZ all the time and now have my new spot.,1,-1,Too Bad
The manager was the worst.,0,-1,Too Bad
I don't think I'll be running back to Carly's anytime soon for food.,0,-1,Too Bad
"Love the margaritas, too!",1,-1,Too Bad
Great pork sandwich.,1,-1,Too Bad
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,-1,Too Bad
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,-1,Too Bad
How awesome is that.,1,-1,Too Bad
The menu had so much good stuff on it i could not decide!,1,-1,Too Bad
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,-1,Too Bad
CONCLUSION: Very filling meals.,1,-1,Too Bad
Their daily specials are always a hit with my group.,1,-1,Too Bad
Their monster chicken fried steak and eggs is my all time favorite.,1,-1,Too Bad
"I'd rather eat airline food, seriously.",0,-1,Too Bad
My gyro was basically lettuce only.,0,-1,Too Bad
Everything was perfect the night we were in.,1,-1,Too Bad
The food is very good for your typical bar food.,1,-1,Too Bad
it was a drive to get there.,0,-1,Too Bad
"A greasy, unhealthy meal.",0,-1,Too Bad
first time there and might just be the last.,0,-1,Too Bad
And it was way to expensive.,0,-1,Too Bad
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,-1,Too Bad
This was my first time and I can't wait until the next.,1,-1,Too Bad
The bartender was also nice.,1,-1,Too Bad
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,-1,Too Bad
Worst martini ever!,0,-1,Too Bad
Just spicy enough.. Perfect actually.,1,-1,Too Bad
Nice ambiance.,1,-1,Too Bad
I think this restaurant suffers from not trying hard enough.,0,-1,Too Bad
All of the tapas dishes were delicious!,1,-1,Too Bad
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,-1,Too Bad
A good time!,1,-1,Too Bad
We recently witnessed her poor quality of management towards other guests as well.,0,-1,Too Bad
Boy was that sucker dry!!.,0,-1,Too Bad
"If you look for authentic Thai food, go else where.",0,-1,Too Bad
I hate those things as much as cheap quality black olives.,0,-1,Too Bad
The kids play area is NASTY!,0,-1,Too Bad
Great place fo take out or eat in.,1,-1,Too Bad
OMG I felt like I had never eaten Thai food until this dish.,1,-1,Too Bad
I got home to see the driest damn wings ever!,0,-1,Too Bad
It'll be a regular stop on my trips to Phoenix!,1,-1,Too Bad
Couldn't ask for a more satisfying meal.,1,-1,Too Bad
The food is good.,1,-1,Too Bad
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,-1,Too Bad
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,-1,Too Bad
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,-1,Too Bad
The cow tongue and cheek tacos are amazing.,1,-1,Too Bad
Ambience is perfect.,1,-1,Too Bad
Best of luck to the rude and non-customer service focused new management.,0,-1,Too Bad
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,-1,Too Bad
The roast beef sandwich tasted really good!,1,-1,Too Bad
"Same evening, him and I are both drastically sick.",0,-1,Too Bad
Tried to go here for lunch and it was a madhouse.,0,-1,Too Bad
This is a good joint.,1,-1,Too Bad
The Macarons here are insanely good.,1,-1,Too Bad
Maybe if they weren't cold they would have been somewhat edible.,0,-1,Too Bad
Great food.,1,-1,Too Bad
Great place to relax and have an awesome burger and beer.,1,-1,Too Bad
It is PERFECT for a sit-down family meal or get together with a few friends.,1,-1,Too Bad
The patio seating was very comfortable.,1,-1,Too Bad
The fried rice was dry as well.,0,-1,Too Bad
Hands down my favorite Italian restaurant!,1,-1,Too Bad
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,-1,Too Bad
"Very convenient, since we were staying at the MGM!",1,-1,Too Bad
Both great!,1,-1,Too Bad
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,-1,Too Bad
Google mediocre and I imagine Smashburger will pop up.,0,-1,Too Bad
The plantains were the worst I've ever tasted.,0,-1,Too Bad
Total brunch fail.,0,-1,Too Bad
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,-1,Too Bad
"The chips that came out were dripping with grease, and mostly not edible.",0,-1,Too Bad
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,-1,Too Bad
"That said, our mouths and bellies were still quite pleased.",1,-1,Too Bad
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,-1,Too Bad
"Cute, quaint, simple, honest.",1,-1,Too Bad
"The food was great as always, compliments to the chef.",1,-1,Too Bad
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,-1,Too Bad
Awesome selection of beer.,1,-1,Too Bad
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,-1,Too Bad
"Friend's pasta -- also bad, he barely touched it.",0,-1,Too Bad
Never had anything to complain about here.,1,-1,Too Bad
There was a warm feeling with the service and I felt like their guest for a special treat.,1,-1,Too Bad
An extensive menu provides lots of options for breakfast.,1,-1,Too Bad
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,-1,Too Bad
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,-1,Too Bad
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,-1,Too Bad
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,-1,Too Bad
The jalapeno bacon is soooo good.,1,-1,Too Bad
Tasted like dirt.,0,-1,Too Bad
One of the few places in Phoenix that I would definately go back to again .,1,-1,Too Bad
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,-1,Too Bad
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,-1,Too Bad
My sashimi was poor quality being soggy and tasteless.,0,-1,Too Bad
Great time - family dinner on a Sunday night.,1,-1,Too Bad
The flair bartenders are absolutely amazing!,1,-1,Too Bad
Their frozen margaritas are WAY too sugary for my taste.,0,-1,Too Bad
These were so good we ordered them twice.,1,-1,Too Bad
My girlfriend's veal was very bad.,0,-1,Too Bad
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,-1,Too Bad
The nachos are a MUST HAVE!,1,-1,Too Bad
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,-1,Too Bad
The classic Maine Lobster Roll was fantastic.,1,-1,Too Bad
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,-1,Too Bad
"The chips and salsa were really good, the salsa was very fresh.",1,-1,Too Bad
Mediocre food.,0,-1,Too Bad
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,-1,Too Bad
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,-1,Too Bad
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,-1,Too Bad
It was packed!!,0,-1,Too Bad
The seasonal fruit was fresh white peach puree.,1,-1,Too Bad
It kept getting worse and worse so now I'm officially done.,0,-1,Too Bad
Do yourself a favor and stay away from this dish.,0,-1,Too Bad
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,-1,Too Bad
Just had lunch here and had a great experience.,1,-1,Too Bad
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,-1,Too Bad
I recently tried Caballero's and I have been back every week since!,1,-1,Too Bad
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,-1,Too Bad
My fella got the huevos rancheros and they didn't look too appealing.,0,-1,Too Bad
"Went in for happy hour, great list of wines.",1,-1,Too Bad
Worst food/service I've had in a while.,0,-1,Too Bad
"This place is pretty good, nice little vibe in the restaurant.",1,-1,Too Bad
I love their fries and their beans.,1,-1,Too Bad
Always a pleasure dealing with him.,1,-1,Too Bad
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,-1,Too Bad
This place is awesome if you want something light and healthy during the summer.,1,-1,Too Bad
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,-1,Too Bad
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,-1,Too Bad
Weird vibe from owners.,0,-1,Too Bad
I've had better bagels from the grocery store.,0,-1,Too Bad
Go To Place for Gyros.,1,-1,Too Bad
"I love the owner/chef, his one authentic Japanese cool dude!",1,-1,Too Bad
I found a six inch long piece of wire in my salsa.,0,-1,Too Bad
We definately enjoyed ourselves.,1,-1,Too Bad
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,-1,Too Bad
Seriously killer hot chai latte.,1,-1,Too Bad
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,-1,Too Bad
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,-1,Too Bad
Their rotating beers on tap is also a highlight of this place.,1,-1,Too Bad
Worst Thai ever.,0,-1,Too Bad
"I had strawberry tea, which was good.",1,-1,Too Bad
Spend your money elsewhere.,0,-1,Too Bad
"And the drinks are WEAK, people!",0,-1,Too Bad
-My order was not correct.,0,-1,Too Bad
After the disappointing dinner we went elsewhere for dessert.,0,-1,Too Bad
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,-1,Too Bad
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,-1,Too Bad
I'm not impressed with the concept or the food.,0,-1,Too Bad
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,-1,Too Bad
I got food poisoning here at the buffet.,0,-1,Too Bad
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,-1,Too Bad
The RI style calamari was a joke.,0,-1,Too Bad
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,-1,Too Bad
"The food is about on par with Denny's, which is to say, not good at all.",0,-1,Too Bad
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,-1,Too Bad
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,-1,Too Bad
But then they came back cold.,0,-1,Too Bad
My husband said she was very rude... did not even apologize for the bad food or anything.,0,-1,Too Bad
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,-1,Too Bad
She was quite disappointed although some blame needs to be placed at her door.,0,-1,Too Bad
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,-1,Too Bad
Del Taco is pretty nasty and should be avoided if possible.,0,-1,Too Bad
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,-1,Too Bad
"Unfortunately, it only set us up for disapppointment with our entrees.",0,-1,Too Bad
I vomited in the bathroom mid lunch.,0,-1,Too Bad
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,-1,Too Bad
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,-1,Too Bad
Spend your money and time some place else.,0,-1,Too Bad
A lady at the table next to us found a live green caterpillar In her salad.,0,-1,Too Bad
Appetite instantly gone.,0,-1,Too Bad
